customer_unique_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_code
298a2a12276b2f2ae86d8bc02eadcf07,67,1,6.00,1,1,1,111
dd3f44ee28286d1eb2de769959b5b0d8,66,1,6.00,1,1,1,111
ea2b0d7a0a90d48af8fa7962e12a4210,66,1,6.00,1,1,1,111
57c2cfb4a80b13ed19b5fb258d29c19d,66,1,6.00,1,1,1,111
a3483ba7887d2c1a73cf0fbbd749a808,65,1,6.00,1,1,1,111
0a38322966d62df297e832d7db9a2d9c,65,1,6.00,1,1,1,111
64141d6a76cf3ad362c44e85d9de8ea7,65,1,6.00,1,1,1,111
7d4ed299c3c41701c0558287cad39827,65,1,6.00,1,1,1,111
6f208bc8335390df9ac13fc05dea345c,65,1,6.00,1,1,1,111
b351086fc2daed1477cb2b4b00133119,64,1,6.00,1,1,1,111
a41f2e9a8fa027a863c24fb5e262ef01,64,1,6.00,1,1,1,111
0af856b84f956b11317832a27b18ff4b,34,1,6.00,1,1,1,111
2fed7f906c785141f560c6e84d3c2b5e,64,1,6.00,1,1,1,111
2fe7eb628ecde99ab8931aee6c614b5e,64,1,6.00,1,1,1,111
479a808ead2b7759ac9bb0032011f38c,64,1,6.00,1,1,1,111
25e5d2de017184f01fd57fbddb1f2a11,64,1,6.00,1,1,1,111
88588dae08ca7755e4d4011aaea8783c,64,1,6.00,1,1,1,111
695a739f5c0cda6f66e2e60f1fbc9e0d,64,1,6.00,1,1,1,111
b98de9b9357dc16158a7d4f584574575,63,1,6.00,1,1,1,111
b6060f1e6ead8a46861445ea8ac72c85,21,1,6.00,1,1,1,111
d132b863416f85f2abb1a988ca05dd12,44,3,6.00,1,1,1,111
e53fd5575f1418397aae732c5755b6fc,14,3,6.00,1,1,1,111
a73c5464692d3bc09d64e3edefae9015,79,4,6.00,1,1,1,111
f8fa17daaf0adafafa70582380d5e237,36,1,6.00,1,1,1,111
ef9fdb355684024c1aa834c328980e9a,36,1,6.00,1,1,1,111
6a3b483e9b2d95ff255471067c0f7203,60,1,6.00,1,1,1,111
65dc7b434112b1871ffba93a74a65b5d,60,1,6.00,1,1,1,111
b38109b1ff604f537421fc2b08a1b02f,59,1,6.00,1,1,1,111
5df3fdd7435e500d7552b5b269fef4d5,58,1,6.00,1,1,1,111
3daa7acb06726ac755289163f6a81f70,58,1,6.00,1,1,1,111
cfcf7d13ce4e8be36c33e4d90b420878,58,1,6.00,1,1,1,111
d94dabf89b0f9242bfbbfd72451d8ac9,57,1,6.00,1,1,1,111
ae5b077a7ba102a667a435d8bd3a24ec,57,1,6.00,1,1,1,111
553794cff4e348036f304dad71814df5,57,1,6.00,1,1,1,111
53d1b48bd9aa8100f30a5a631012ac33,57,1,6.00,1,1,1,111
f6467e3381d5edf74684b41ac432279e,57,1,6.00,1,1,1,111
107f4a8b2a16c8956b93cea0208efb95,57,1,6.00,1,1,1,111
07d190f123147d9e89d4b922543d7948,57,1,6.00,1,1,1,111
137bcc4182cebd6af16027c81932b49d,56,1,6.00,1,1,1,111
8c4840f05ac6595c7b26b76945a69bde,21,1,6.00,1,1,1,111
a3c2b12d32867ff84518faaae83b3739,21,1,6.00,1,1,1,111
c131fb2090a114877c0330bbdd09ed04,21,1,6.00,1,1,1,111
f34f3c6c4bfe650689b22e5ba7a92888,21,1,6.00,1,1,1,111
e981cdb906f62ba7b18d1a3e54abccf9,21,1,6.00,1,1,1,111
43c91b8a1bc8ee8ad0005a2690d4c39c,21,1,6.00,1,1,1,111
5ac53376e1062bedef136a6928961d44,20,1,6.00,1,1,1,111
9b7b99440a9a79215d706296716e5632,20,1,6.00,1,1,1,111
8e47d2ea4964a08fe30cfe024f4039e8,20,1,6.00,1,1,1,111
084b6a94c8cdb12b4ee05006af246aa0,20,1,6.00,1,1,1,111
6d44ca47f1c510df4438031a57fe30ea,20,1,6.00,1,1,1,111
d581949d9873aa0cccc067932837ec2a,20,1,6.00,1,1,1,111
ef410c47887860cc88f0dd82ca5dc6aa,20,1,6.00,1,1,1,111
aa591348866497ba6bf83de62e4f8813,26,2,6.00,1,1,1,111
15a52a044cbf18c87283f8c460ad5ccf,21,2,6.00,1,1,1,111
72421b30e46c895e99e8560a48a33fb6,21,2,6.00,1,1,1,111
b7b68a8bb6ca48aefdd5790e04cda817,81,2,6.00,1,1,1,111
56c355e615aa216a8c404c4f3d22383c,80,2,6.00,1,1,1,111
de73179fb08ccaa16bfbf6c139879855,77,2,6.00,1,1,1,111
779f7ec7155dfd74a8425e40c4d34497,76,2,6.00,1,1,1,111
70601471b692cc0879300373118041ff,73,2,6.00,1,1,1,111
862b2c6ccf4352c087cd60cdac498b48,33,2,6.00,1,1,1,111
f257deaa49d5e0a8c5fde46dfc350e52,33,2,6.00,1,1,1,111
f8daef44c2589a488bfed29f1be8396a,31,2,6.00,1,1,1,111
b9badb100ff8ecc16a403111209e3a06,29,2,6.00,1,1,1,111
3bcd0ddf751cb9542efe9f6299fad626,59,2,6.00,1,1,1,111
df2a9226267aa1598b499b3ea09fcf60,51,2,6.00,1,1,1,111
b2c913a0723c7737e11067861e061913,49,2,6.00,1,1,1,111
874fc5237d72429de2ac99ce7d897a07,47,2,6.00,1,1,1,111
3daa1c97a3155484f70c88b19c90dfb5,47,2,6.00,1,1,1,111
0a1f83858e65e141609fca9ea70a495a,47,2,6.00,1,1,1,111
da8618694dda57a7eb9be2611e110f35,46,2,6.00,1,1,1,111
27eecff5a6338f7c36c78ad05eacc575,18,2,6.00,1,1,1,111
c5cc0bee4b73138ed973a1720df085aa,17,2,6.00,1,1,1,111
3fe3e628c6c7a15ae96416826a4c5952,16,2,6.00,1,1,1,111
ef3aa901ca7f8bc099be6fd33f8daba6,46,2,6.00,1,1,1,111
ef309784561fed416ff25e05ddfe495e,46,2,6.00,1,1,1,111
696fca7af7f751e1749087433a92c790,43,2,6.00,1,1,1,111
5936fabf5dfeaa6c31d9f649b5794e2c,37,2,6.00,1,1,1,111
b20d4c380371b297b3dca595a79c348f,63,1,6.00,1,1,1,111
99e883853cdff728ef48c6ca2c9cfaa8,63,1,6.00,1,1,1,111
8f4d2f5153cc1b17479b8deaf8602d0a,63,1,6.00,1,1,1,111
a1296778f9146044596537f28a2f00b8,63,1,6.00,1,1,1,111
ed6a892d0c9a189ffbd27e43e3625684,63,1,6.00,1,1,1,111
4008bb8eea2a5c2e193d0173aed366a0,63,1,6.00,1,1,1,111
4ef5f95942f142b58998f2bdd52af128,63,1,6.00,1,1,1,111
8eda36b1582f48911a40565f7646e442,56,1,6.00,1,1,1,111
8da41466c6673f9e6433645051ad4576,56,1,6.00,1,1,1,111
f2f39779300b0112f90b61a777da4e8e,56,1,6.00,1,1,1,111
76d76cd68a25d9a8b6b99dc4194aaf0a,56,1,6.00,1,1,1,111
32abc7be8597ca79733508abb1db86c9,56,1,6.00,1,1,1,111
ade4d91e2ce0a056c07d8069554f88c4,55,1,6.00,1,1,1,111
cc1c732ee15c432d060c876c7e9aec5c,55,1,6.00,1,1,1,111
ad38a36de51f2106e9fca24dabe42a38,54,1,6.00,1,1,1,111
5c765ae38192c4edbe49b49ac81d323a,54,1,6.00,1,1,1,111
c3d2e6a31d293b7c5ab0ad354a87619e,54,1,6.00,1,1,1,111
97bea1bd851c66cb1b935ca5120c4fef,53,1,6.00,1,1,1,111
26d32698f8b6644adba42fdd2d226407,53,1,6.00,1,1,1,111
04ef415f1d1c565ac89d4c345ae6fc40,53,1,6.00,1,1,1,111
d333c66f33257625f8a0302519c0c7de,53,1,6.00,1,1,1,111
cbea983a8218befb98795a4ef7f82bcf,52,1,6.00,1,1,1,111
979243d8d465d002397d1e5febd19a31,52,1,6.00,1,1,1,111
71cb6495e38947c20cbe1c8be3a219f3,52,1,6.00,1,1,1,111
36133288fc03ebf3835749b27223624e,52,1,6.00,1,1,1,111
3dac8a5eb348589998102dcddf3bb259,52,1,6.00,1,1,1,111
ec1b98c704b3091f0f914cee6b380f38,52,1,6.00,1,1,1,111
f32ad8fd503a7697e3d1ad2b9d710e7a,52,1,6.00,1,1,1,111
236e278f3f926ac2206d12cfabcd2e1b,52,1,6.00,1,1,1,111
09536dc9877fdd273ff34dffc3a6b973,51,1,6.00,1,1,1,111
b3e529a2053eaec39876a97f990c3726,51,1,6.00,1,1,1,111
a9ef0bed0a60c4c3376d32f65748efe8,51,1,6.00,1,1,1,111
94eae8afb0fdc74a7f77450aa491a074,51,1,6.00,1,1,1,111
f86b5e68941ef31c1c45eceb072eb6e4,51,1,6.00,1,1,1,111
67c9b382e621d5d8d70ce1b53743fe3b,51,1,6.00,1,1,1,111
78d6d92bab9bfd21bac41a8c4c523181,51,1,6.00,1,1,1,111
301fdbdb88825096a683fcfacac44718,51,1,6.00,1,1,1,111
ba2da7dd06ec9addbc1193c8f314f09e,50,1,6.00,1,1,1,111
19db446f263e6eba7f12d4d80ce5d308,50,1,6.00,1,1,1,111
5f804c4f73397c6b7d0643012d788c83,50,1,6.00,1,1,1,111
f0c098c7c1e7e7ead5112b4073c251af,49,1,6.00,1,1,1,111
a3e5c1341fb95c48bddb6d5f70c57e5d,49,1,6.00,1,1,1,111
55df7f828351ee6f691b21b8fc2224a8,49,1,6.00,1,1,1,111
47210d3ce94df6a7e4895266f9658b6e,49,1,6.00,1,1,1,111
caa4de7729f9cd45c3302e258841bdb4,49,1,6.00,1,1,1,111
d370a413e1f40d4798d3b33f16896a04,49,1,6.00,1,1,1,111
1192391a40ccb0b8c2d96c7865b28ee1,49,1,6.00,1,1,1,111
0e10c840206e4bce1cedfec1395dd2db,49,1,6.00,1,1,1,111
1a587b838a7e07d33c9d581e268d802a,49,1,6.00,1,1,1,111
72048e1d6aa86fdc45c580bbbbf5c7b9,49,1,6.00,1,1,1,111
8a3a639f184732bc3b07a7776bc34573,48,1,6.00,1,1,1,111
d2d872db318c912fdda4f5897e4729fc,48,1,6.00,1,1,1,111
bd3dcc49489d1c665291fdecc22a3c75,48,1,6.00,1,1,1,111
da572a48fcd5b6554b601efe1b306aa8,48,1,6.00,1,1,1,111
c7449e6c16701ff9d155ed609ca7820a,47,1,6.00,1,1,1,111
debe6716f0bcb2325600aa2bfa0bc0b6,45,1,6.00,1,1,1,111
cd6474598350dc73983a584f9fe3a366,45,1,6.00,1,1,1,111
a26fff917d367b218a794da1eecba3fc,67,2,6.00,1,1,1,111
f1d048bdf1ab1d4ce450b4237ffcec41,45,1,6.00,1,1,1,111
ae489dd437e52f25ef2e094a75141396,44,1,6.00,1,1,1,111
9fc40e07c540ae6cb1cc7cf10019ab3b,44,1,6.00,1,1,1,111
a1bca498bea13c7c1a53f1cad3ad790e,44,1,6.00,1,1,1,111
45325be297e2cbb04d9745d2b37bcf80,44,1,6.00,1,1,1,111
0b01785701dcb53ed1ae0b2d8c226b7a,44,1,6.00,1,1,1,111
6497ed50b6c370d8ac59bfc3ddb0775d,43,1,6.00,1,1,1,111
5509f09308a722e08252bb22bb0d870f,43,1,6.00,1,1,1,111
2ecddf370925aff428e58b4f6021fe38,43,1,6.00,1,1,1,111
d8fb9a7157114af9690a03b6ff65a3cb,43,1,6.00,1,1,1,111
cb47c30dd1cf3d5db1f6a2496b165712,43,1,6.00,1,1,1,111
bee155c4fd114d94103d3e330d1724fe,42,1,6.00,1,1,1,111
9691d22346754dd206a2b68a0b418096,42,1,6.00,1,1,1,111
8de5b2b09bbf51c802630652f80341e4,42,1,6.00,1,1,1,111
7eb01375acdb31f459378ee720ab1121,42,1,6.00,1,1,1,111
0be330030885cb5b0cd0fc84f90d4ad5,42,1,6.00,1,1,1,111
1ce30ef5d3dd24768f66a2fed83a8763,42,1,6.00,1,1,1,111
1b212e01626154e4d6c51b595c2332e6,42,1,6.00,1,1,1,111
0301e2b22f44b5a060987ecf49f8ada8,42,1,6.00,1,1,1,111
0ee5e3487aa42b96e384bd4ae31743af,41,1,6.00,1,1,1,111
15ac25e2b25065073f99110af705cd19,41,1,6.00,1,1,1,111
cd2624b9b75d83efb640f7204232511e,41,1,6.00,1,1,1,111
c0441350fc63bde5244872590587f1b6,41,1,6.00,1,1,1,111
f649b35378060c6e4d16209fbebd17aa,41,1,6.00,1,1,1,111
6036d9ccfdc05114b85a37affd3b894c,41,1,6.00,1,1,1,111
4746432412e3484e8db19d5ac859841b,41,1,6.00,1,1,1,111
53448444dde1ffd4734e3c65fc5f5374,40,1,6.00,1,1,1,111
31771f8f793e3bbe3122fc1eba2b92f8,40,1,6.00,1,1,1,111
428298de4ea56162de460636a702e174,40,1,6.00,1,1,1,111
9b82602fc3e9a153752f16553752d58d,40,1,6.00,1,1,1,111
a28fdce9208b7abf9c3e1bef3602a6b4,40,1,6.00,1,1,1,111
9369070284424eca0fc33f978f2e8d0f,40,1,6.00,1,1,1,111
2e737bac763d766ec41abbefa2533872,40,1,6.00,1,1,1,111
f4d515537281411bab4708749d303edb,40,1,6.00,1,1,1,111
f6e9a8300707615cf6ca3a8517e5af72,39,1,6.00,1,1,1,111
ef7e46f747646b6129094dc3f4155488,39,1,6.00,1,1,1,111
3f25d002dc6c5203197943be44869f58,39,1,6.00,1,1,1,111
36d715a6f21202f0bd0acbc2c4a32509,39,1,6.00,1,1,1,111
56a4b3c63eed5992fbaccb3550671162,39,1,6.00,1,1,1,111
47777bf4b8cae8a127d5dfa770cc38fe,39,1,6.00,1,1,1,111
cb2b7396e93f306c9076b63930b1a332,39,1,6.00,1,1,1,111
1a947c7e4388f4529f9b1fd58eb8d955,39,1,6.00,1,1,1,111
177862fb87d1e3171a5948b326da8928,39,1,6.00,1,1,1,111
0ac8b5422831a23eb94759861a324be1,39,1,6.00,1,1,1,111
1b32a259d74e2cebbcfda6754e39d421,39,1,6.00,1,1,1,111
7db8638f875e79bab94c61c18c06856f,39,1,6.00,1,1,1,111
807c1f920ed66cd5304366cf432d11fa,39,1,6.00,1,1,1,111
f00acae66459f1828fc1feba2c759fa0,38,1,6.00,1,1,1,111
3efe4df288340c55425041192e0badf1,38,1,6.00,1,1,1,111
52f4ebc12e417cd48ca91c97050d47a3,38,1,6.00,1,1,1,111
d5410fd87206226c7868c4d2aec72299,37,1,6.00,1,1,1,111
81a42a5e9b85c39c9dcf8087bb3d1341,37,1,6.00,1,1,1,111
45bb5ba248ce0878c360173c73263bc7,37,1,6.00,1,1,1,111
145bab853270f02423ef74363010a01f,37,1,6.00,1,1,1,111
0b9bce4e22ab922c862c4854c69852f6,37,1,6.00,1,1,1,111
97c3a87ab5d63e6debeb38c8fc2aa765,36,1,6.00,1,1,1,111
af982647bad6ee3e3a748ff4721e6644,36,1,6.00,1,1,1,111
4bf5e216e3bcd7c0edd5463ec30bd552,47,1,6.00,1,1,1,111
fb0a15a8972216e692289f886fbe75e1,47,1,6.00,1,1,1,111
fad1bbf902fbdf64f92f33d010ab8cb7,47,1,6.00,1,1,1,111
20738507f8a57dbde7be8f66ce61a1b5,46,1,6.00,1,1,1,111
0535470cf036d0c7242c67b16a16d5f7,46,1,6.00,1,1,1,111
c4d989c7f800f0c2a52d1843f9d36e42,46,1,6.00,1,1,1,111
c1182373d393091e9cd4bd9cb51a6207,46,1,6.00,1,1,1,111
db45c52eb9758c7cbba7fceb61755c95,46,1,6.00,1,1,1,111
5be2f401ff4c32131a4f6ea1633f0a84,36,1,6.00,1,1,1,111
483657668ef62e08ead5fe50f0b1d4db,35,1,6.00,1,1,1,111
476d2a8557b63e068870877925589f40,35,1,6.00,1,1,1,111
adba870eb870a85fd09393ca02dd20a2,35,1,6.00,1,1,1,111
29213b1365c936a2bbce9010324ff7cd,35,1,6.00,1,1,1,111
0bad4fcf13b5df627666c2f510782b66,35,1,6.00,1,1,1,111
64f66f9fb3f3c522e310821c0d67fc89,35,1,6.00,1,1,1,111
bebdf6671ea49add6ee57ba489a0a143,35,1,6.00,1,1,1,111
f48ef7d049a41b86550533b5a914fe82,34,1,6.00,1,1,1,111
a0f575c70c2eb6e4ba6843930b50f8f5,34,1,6.00,1,1,1,111
9678da93a39d76ec957f277445cf3bfa,34,1,6.00,1,1,1,111
93b52b7591ca73fc44cdac70146a1b0d,34,1,6.00,1,1,1,111
9b983fb4579a3ac4c22c46d19bea7377,34,1,6.00,1,1,1,111
99c59ed7ac72d3961c4c80e777ba2732,34,1,6.00,1,1,1,111
ac5bde7ba901060a8b99255449df7eff,34,1,6.00,1,1,1,111
aa124de464f5d05af1eec1837493cc45,34,1,6.00,1,1,1,111
35f74ae943b52b63c40c381e16118b32,34,1,6.00,1,1,1,111
3109996d4fbd9ee195129df93d759a6c,34,1,6.00,1,1,1,111
e34f687f8ca6574b49b07eaf3aa84400,34,1,6.00,1,1,1,111
5e721437cc4cc7c291bfb73ed3782790,34,1,6.00,1,1,1,111
830be05486a3cdadc108dc8c434beea3,34,1,6.00,1,1,1,111
a3e04f4bbb17f87b62929ee66982946e,33,1,6.00,1,1,1,111
9d605e775d4d5e73e7b4177ec85effc5,33,1,6.00,1,1,1,111
ff946932c3126fc35f53628633d103b6,33,1,6.00,1,1,1,111
2e3991c453b7a3b24907879771ac7818,33,1,6.00,1,1,1,111
1248ef2fd64344a3070e97c07061ce3c,33,1,6.00,1,1,1,111
3ebd2e5f948dbd9d5165184b5ca781b2,33,1,6.00,1,1,1,111
e123bd1899e6fa1c480d742dabb56ba3,32,1,6.00,1,1,1,111
c26525a6863cd7b333a3bb8de64eff74,32,1,6.00,1,1,1,111
d0692aee4dc7a69aad0c333cea0bd006,32,1,6.00,1,1,1,111
a653a5d5213316bdf59e94dad3485582,32,1,6.00,1,1,1,111
95cc1118ff67d9215f9d961a3719910c,32,1,6.00,1,1,1,111
85ac153c07851a940770823715ef7604,32,1,6.00,1,1,1,111
325dfeb1809ea61290f5d3f2adafcda7,32,1,6.00,1,1,1,111
ef7cc4b636980089f5475c89460a187f,32,1,6.00,1,1,1,111
f51f616a3ef1b481892426fb7c3f1f9e,32,1,6.00,1,1,1,111
297871f85f3905d13eaa1afed708ca57,32,1,6.00,1,1,1,111
20802dd4d187913c6d5b2b8f605bb817,32,1,6.00,1,1,1,111
07fe5a844afcc262e5ab1ffa38946f23,31,1,6.00,1,1,1,111
98bf5cbff159d8f79277af933854697b,31,1,6.00,1,1,1,111
d892383aa36040299858ad9cc4bcee30,31,1,6.00,1,1,1,111
f445fca991f571471ca3e790ad26cb74,31,1,6.00,1,1,1,111
809af7f1b6cac6bd1733c2126c96ed67,31,1,6.00,1,1,1,111
6bfca63ef6ccdccee94ef0b0f6b6b158,31,1,6.00,1,1,1,111
590180f08e3f630449409ec094fcb1de,31,1,6.00,1,1,1,111
30888fabbe35d54b5dcef294496af86b,30,1,6.00,1,1,1,111
5c950be09247ebf8d672c20cbc30383a,30,1,6.00,1,1,1,111
39e16ad9a306c8729696f7732acde86f,30,1,6.00,1,1,1,111
818185d870d1943551594b83ec4004ea,23,1,6.00,1,1,1,111
cd8d93c72e95f185fcc268e4bb1dc5a1,83,1,8.00,1,1,1,111
4386504bf5420ab6c643c134a5dc6357,36,1,8.00,1,1,1,111
345ecd01c38d18a9036ed96c73b8d066,36,1,8.00,1,1,1,111
59f00123fa766cafee685ba1667aa30b,35,1,8.00,1,1,1,111
4234d91b8e44e6f45d2d03c183d8f5cf,35,1,8.00,1,1,1,111
88f994e308b037460dd6f7e4cae770eb,35,1,8.00,1,1,1,111
d57aa7c889167a4a1f47b28bed31c3ce,35,1,8.00,1,1,1,111
dfeba6046dba98aa0ab906c00c4a17d9,35,1,8.00,1,1,1,111
e41dc818559a06eb68af14c3ea952d6e,35,1,8.00,1,1,1,111
a5784dce0bb434ba849e0c85d2c52899,34,1,8.00,1,1,1,111
93d5e580e27ed4d75679467817ab734d,34,1,8.00,1,1,1,111
9bc26fe6fd9365ef95a2f6a3a20a0b87,34,1,8.00,1,1,1,111
43c9959df2b196aa650b48eab5d1a411,34,1,8.00,1,1,1,111
ce6a0a1a899e0c305972a0bf7b97521a,34,1,8.00,1,1,1,111
bec155d3569b43b5e6cd4ea53a153800,34,1,8.00,1,1,1,111
bac7b4b5798499ae07479beff94d2187,34,1,8.00,1,1,1,111
111cf8a9daf60d3546f563db7ed8455b,34,1,8.00,1,1,1,111
5c3b2589420a704bc7fdc4546cb56a04,80,1,9.00,1,1,1,111
34bfe7d8aeeccdcb18d7eed0b6607d7a,81,1,9.00,1,1,1,111
d94bbc58dba1ca15607d46ddfb7f83da,81,1,9.00,1,1,1,111
49f3aad53cee9548fc3c20c1a3df98e4,82,1,9.00,1,1,1,111
e9610db1ce903b47ea5afa0927762873,9,1,9.00,1,1,1,111
eba19814c469ba66dd384612aa663060,10,1,9.00,1,1,1,111
0a0d53341312e66e04b930625f0b5dac,11,1,9.00,1,1,1,111
0d02eb399c6520fbf8f938611878578c,13,1,9.00,1,1,1,111
8a75bcf1cf3c38af9dff219f4b3044f1,14,1,9.00,1,1,1,111
6a015fe2d51ae41c3a73e35aab508644,15,1,9.00,1,1,1,111
0623a77ecb65c1c973663a3a4aedff8f,15,1,9.00,1,1,1,111
3fbfe52c6c944c599e2c369e2a12ca72,15,1,9.00,1,1,1,111
56db89223742ab43a1831acd2f8c4344,16,1,9.00,1,1,1,111
33c147c0a18acae143ff99d7b7b3c88d,16,1,9.00,1,1,1,111
6fa76b0d56f88c4685b9e12f1d8a4220,16,1,9.00,1,1,1,111
df71d73f8b73f0763aad87be12ccd8a0,16,1,9.00,1,1,1,111
e97f5c3887ce5fba03be582cecf47fa8,17,1,9.00,1,1,1,111
48808de5f7aae8881946c93b0b522f8b,18,1,9.00,1,1,1,111
8cffe951d8368bd81eaaf6fd1910319e,18,1,9.00,1,1,1,111
be728fc33a804276c023ac1911161035,19,1,9.00,1,1,1,111
9febc9f07c093eff66ee9dae0dba9aa8,19,1,9.00,1,1,1,111
063588f5ffa31febfaad35085b4582e1,34,1,8.00,1,1,1,111
01858f2fad256b1689f5bdafc059f745,34,1,8.00,1,1,1,111
708976af642e89528bcb19b3e72b4152,34,1,8.00,1,1,1,111
71f792f96cc251c9d2446786b21cbe68,34,1,8.00,1,1,1,111
5db33403549e744b4cdd3092edc966a8,34,1,8.00,1,1,1,111
94e32b724244b93c74c028ce960beec8,33,1,8.00,1,1,1,111
9107708e80782c0f6ccc2b607f5f2a6c,33,1,8.00,1,1,1,111
8e580bcfc25f825e7a9b7f66ae7d4a01,33,1,8.00,1,1,1,111
560a6282f0b9f4176cb56ff6024632d8,33,1,8.00,1,1,1,111
2f081be445187d6ee255609b07efaacb,33,1,8.00,1,1,1,111
42359f0d1ad83cadd2728fb1738c9218,33,1,8.00,1,1,1,111
c70bfc4b936709e674c7df6068ba116f,33,1,8.00,1,1,1,111
e5abd4bd2e04113674acc360e4263918,33,1,8.00,1,1,1,111
e27f99c3e38c91b51381bf82186a2cee,33,1,8.00,1,1,1,111
ced1416fc6e0276033a69ead27de0ccc,33,1,8.00,1,1,1,111
df9a45df92e7a3d3b143bb47ffe05d7d,33,1,8.00,1,1,1,111
e75777ab515d2750cdc5124052a0dfee,32,1,8.00,1,1,1,111
c6f4477475d8880485fe593056e1bbff,32,1,8.00,1,1,1,111
c250c6d53f3716217490c5e4d05585a8,32,1,8.00,1,1,1,111
d20af6b0ad09b59c805eb438e3e42e8a,32,1,8.00,1,1,1,111
ad3f5857368b154b772878ef1877750e,32,1,8.00,1,1,1,111
96c6d4dd554cfd34869b06fe26ff3260,32,1,8.00,1,1,1,111
92dbb8a519a6e824aaa5a53e3f62bb3b,32,1,8.00,1,1,1,111
8fa1a3e33ff386b4b49700b8256fe4b1,32,1,8.00,1,1,1,111
8df90e1f672bf05c11aca9a6c1d632b2,32,1,8.00,1,1,1,111
67a89b297d7937e5ffd2d93759e128a7,32,1,8.00,1,1,1,111
581a5b2be2703f51621c141635638e61,32,1,8.00,1,1,1,111
49f8f0fe12795257f4c54b14c06e2f38,32,1,8.00,1,1,1,111
3a2b0491632d0fec093918658b12509f,32,1,8.00,1,1,1,111
edcc520042f879209c46ed4a773dbf4a,32,1,8.00,1,1,1,111
f818b5035d2d61b52b779c512947f1fa,32,1,8.00,1,1,1,111
143b56c43d22f27d81629b676ef497a2,32,1,8.00,1,1,1,111
9155b49cef29f734a84e3590cf53744a,31,1,8.00,1,1,1,111
9e5663921908dcd140cf657688ef6a0b,31,1,8.00,1,1,1,111
944112881a579a3dabb08c41a05a606b,31,1,8.00,1,1,1,111
b134d1fbe77d00a8e0a4ce9d855ea927,31,1,8.00,1,1,1,111
df3fe24bb641f97427acab1c46a06dd2,31,1,8.00,1,1,1,111
e791de1ba26a76b40c0e6e2e9a5eccae,31,1,8.00,1,1,1,111
bb89e4f51744df82ecb801818a153037,31,1,8.00,1,1,1,111
f992353d9fc256ede3bd2e63d90047c2,31,1,8.00,1,1,1,111
f855612d3a952dce64bce4c69eafcc4e,31,1,8.00,1,1,1,111
6c2662935a686e86c8bf44527eba4bd5,31,1,8.00,1,1,1,111
561d12b11588768ed517a0357a98c42e,31,1,8.00,1,1,1,111
3427662b7701ba498887c15b8d16ae4f,30,1,8.00,1,1,1,111
56aa2869985453b8c205ee9ef0a1f2c0,30,1,8.00,1,1,1,111
36108c0f9b850fc04c4c84ece40ec40c,30,1,8.00,1,1,1,111
c6bc2bf4b75f3f9da5ce95971a2f463b,36,1,8.00,1,1,1,111
f3c66d5bafea434a46cc6006b62569cf,36,1,8.00,1,1,1,111
6f5e153b00fffba52e509d983fe9ba5f,60,1,8.00,1,1,1,111
dd46038389579138a942d9539f335b45,60,1,8.00,1,1,1,111
f57ae1f3a7628aa20b859bac24cd8058,60,1,8.00,1,1,1,111
d8f281068c5b13f6b6578962c64a4155,70,1,9.00,1,1,1,111
7da0ec7dd950226777c1931bbc002769,70,1,9.00,1,1,1,111
5618c13afa9188bbe93a11dff76f3659,70,1,9.00,1,1,1,111
aa96b6f45d3ed7ba77e86bf7ca9f64ae,71,1,9.00,1,1,1,111
10ff81967c0b118cb0dce61eb430df72,71,1,9.00,1,1,1,111
9789c872c721af19e428c304beaf6472,73,1,9.00,1,1,1,111
0c35dda0683add11df3fe84a8a4135a1,74,1,9.00,1,1,1,111
83756f8b7f32ba478361fe47f3fdde98,75,1,9.00,1,1,1,111
0ec0c879543812392056e9c5a13bae70,75,1,9.00,1,1,1,111
88227aadf23f5817850b5d6190ec5c93,77,1,9.00,1,1,1,111
68fff92320db6e5e17479bae49c95498,77,1,9.00,1,1,1,111
2ebf772cd33795ce8176fc8b1387e128,78,1,9.00,1,1,1,111
ed9d56556693e0497814d1ff8607179d,60,1,8.00,1,1,1,111
ec62a773b4f436e0ec8cf255cf2fdc83,60,1,8.00,1,1,1,111
ea2338471bfa1dd636005e5d4fc0c97b,60,1,8.00,1,1,1,111
437a4a92d85f036aa87f87dfc0255793,59,1,8.00,1,1,1,111
cdd2423c8479dba4e44a9f5d43808651,59,1,8.00,1,1,1,111
e0a34cf7800334804596803f6ff3bfb4,59,1,8.00,1,1,1,111
28f68e4284d2287c10f0bc2704023f72,59,1,8.00,1,1,1,111
152dc3cb53d3e3bb539500342e37f3b2,59,1,8.00,1,1,1,111
72089ac341cd2bdcf9873264ae7e9a33,59,1,8.00,1,1,1,111
6a3dabac1e1385555cd423ea8fef12c9,58,1,8.00,1,1,1,111
643e03b0555c358dbca7dbb4ba64617a,58,1,8.00,1,1,1,111
f2993a5e8702bb0803b0dd4a0ea6613a,58,1,8.00,1,1,1,111
d12130dd085941b280cf5e447e243a1a,58,1,8.00,1,1,1,111
b2ee5bbc35d3e89184dd87c1d957b013,57,1,8.00,1,1,1,111
4df43d4c7d3a093a519dbfe0b9dcc0d6,57,1,8.00,1,1,1,111
0d2ba808d67ee955842b258f37ecde78,56,1,8.00,1,1,1,111
01462a1d33f1b303bead3ec1ae2c4f7e,56,1,8.00,1,1,1,111
